Region,Brott,År,Period,Antal
Stadsdelsområde Hässelby - Vällingby (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Apr,58
Stadsdelsområde Hässelby - Vällingby (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Maj,50
Stadsdelsområde Hässelby - Vällingby (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jun,79
Stadsdelsområde Hässelby - Vällingby (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jul,56
Stadsdelsområde Hässelby - Vällingby (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Aug,74
Stadsdelsområde Hässelby - Vällingby (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Sep,60
Stadsdelsområde Hässelby - Vällingby (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Okt,53
Stadsdelsområde Hässelby - Vällingby (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Nov,41
Stadsdelsområde Hässelby - Vällingby (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Dec,67
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Jan,66
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Feb,67
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Mar,74
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Apr,57
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Maj,45
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Jun,78
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Jul,56
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Aug,73
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Sep,57
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Okt,53
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Nov,41
Stadsdelsområde Hässelby - Vällingby (Sthlm),därav misshandel inkl. grov,2023 prel.,Dec,66
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jan,106
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Feb,101
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Mar,100
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Apr,136
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Maj,103
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jun,112
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jul,83
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Aug,122
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Sep,91
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Okt,107
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Nov,89
Stadsdelsområde Hässelby - Vällingby (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Dec,132
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jan,6
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Feb,0
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Mar,2
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Apr,11
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Maj,3
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jun,7
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jul,3
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Aug,4
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Sep,2
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Okt,3
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Nov,8
Stadsdelsområde Hässelby - Vällingby (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Dec,6
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Jan,13
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Feb,19
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Mar,7
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Apr,9
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Maj,8
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Jun,10
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Jul,9
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Aug,13
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Sep,8
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Okt,10
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Nov,7
Stadsdelsområde Hässelby - Vällingby (Sthlm),6 kap. Sexualbrott,2023 prel.,Dec,21
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Jan,2
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Feb,2
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Mar,1
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Apr,3
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Maj,2
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Jun,0
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Jul,1
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Aug,1
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Sep,1
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Okt,1
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Nov,1
Stadsdelsområde Hässelby - Vällingby (Sthlm),7 kap. Brott mot familj,2023 prel.,Dec,0
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jan,129
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Feb,129
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Mar,148
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Apr,129
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Maj,138
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jun,144
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jul,110
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Aug,157
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Sep,143
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Okt,165
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Nov,145
Stadsdelsområde Kungsholmen (Sthlm),3-7 kap. Brott mot person,2023 prel.,Dec,140
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jan,43
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Feb,32
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Mar,59
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Apr,43
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Maj,49
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jun,48
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jul,33
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Aug,65
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Sep,51
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Okt,59
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Nov,44
Stadsdelsområde Kungsholmen (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Dec,41
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Jan,39
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Feb,30
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Mar,56
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Apr,41
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Maj,44
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Jun,47
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Jul,32
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Aug,63
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Sep,49
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Okt,53
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Nov,44
Stadsdelsområde Kungsholmen (Sthlm),därav misshandel inkl. grov,2023 prel.,Dec,37
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jan,76
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Feb,77
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Mar,75
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Apr,76
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Maj,75
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jun,77
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jul,59
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Aug,73
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Sep,78
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Okt,79
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Nov,87
Stadsdelsområde Kungsholmen (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Dec,61
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jan,2
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Feb,2
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Mar,1
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Apr,1
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Maj,5
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jun,4
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jul,3
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Aug,4
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Sep,4
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Okt,6
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Nov,4
Stadsdelsområde Kungsholmen (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Dec,7
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Jan,7
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Feb,18
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Mar,13
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Apr,9
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Maj,9
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Jun,15
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Jul,12
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Aug,15
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Sep,9
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Okt,21
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Nov,8
Stadsdelsområde Kungsholmen (Sthlm),6 kap. Sexualbrott,2023 prel.,Dec,29
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Jan,1
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Feb,0
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Mar,0
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Apr,0
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Maj,0
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Jun,0
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Jul,3
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Aug,0
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Sep,1
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Okt,0
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Nov,2
Stadsdelsområde Kungsholmen (Sthlm),7 kap. Brott mot familj,2023 prel.,Dec,2
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jan,266
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Feb,293
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Mar,277
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Apr,239
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Maj,323
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jun,265
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jul,286
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Aug,307
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Sep,255
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Okt,265
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Nov,252
Stadsdelsområde Norrmalm (Sthlm),3-7 kap. Brott mot person,2023 prel.,Dec,281
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jan,107
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Feb,101
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Mar,110
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Apr,112
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Maj,139
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jun,101
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jul,153
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Aug,146
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Sep,120
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Okt,137
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Nov,105
Stadsdelsområde Norrmalm (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Dec,139
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Jan,100
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Feb,97
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Mar,106
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Apr,108
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Maj,130
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Jun,97
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Jul,148
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Aug,137
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Sep,117
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Okt,133
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Nov,101
Stadsdelsområde Norrmalm (Sthlm),därav misshandel inkl. grov,2023 prel.,Dec,134
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jan,109
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Feb,157
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Mar,132
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Apr,100
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Maj,149
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jun,135
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jul,118
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Aug,136
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Sep,112
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Okt,110
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Nov,119
Stadsdelsområde Norrmalm (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Dec,104
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jan,10
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Feb,8
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Mar,12
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Apr,6
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Maj,10
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jun,10
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jul,2
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Aug,3
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Sep,7
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Okt,4
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Nov,11
Stadsdelsområde Norrmalm (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Dec,5
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Jan,40
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Feb,27
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Mar,23
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Apr,20
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Maj,25
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Jun,19
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Jul,13
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Aug,22
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Sep,16
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Okt,13
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Nov,16
Stadsdelsområde Norrmalm (Sthlm),6 kap. Sexualbrott,2023 prel.,Dec,33
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Jan,0
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Feb,0
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Mar,0
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Apr,1
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Maj,0
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Jun,0
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Jul,0
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Aug,0
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Sep,0
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Okt,1
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Nov,1
Stadsdelsområde Norrmalm (Sthlm),7 kap. Brott mot familj,2023 prel.,Dec,0
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jan,148
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Feb,172
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Mar,148
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Apr,154
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Maj,548
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jun,141
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jul,162
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Aug,197
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Sep,142
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Okt,196
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Nov,133
Stadsdelsområde Rinkeby-Kista (Sthlm),3-7 kap. Brott mot person,2023 prel.,Dec,159
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jan,52
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Feb,65
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Mar,57
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Apr,62
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Maj,86
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jun,49
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jul,58
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Aug,108
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Sep,65
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Okt,72
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Nov,56
Stadsdelsområde Rinkeby-Kista (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Dec,59
Stadsdelsområde Rinkeby-Kista (Sthlm),därav misshandel inkl. grov,2023 prel.,Jan,51
Stadsdelsområde Rinkeby-Kista (Sthlm),därav misshandel inkl. grov,2023 prel.,Feb,64
Stadsdelsområde Rinkeby-Kista (Sthlm),därav misshandel inkl. grov,2023 prel.,Mar,55
Stadsdelsområde Rinkeby-Kista (Sthlm),därav misshandel inkl. grov,2023 prel.,Apr,56
Stadsdelsområde Rinkeby-Kista (Sthlm),därav misshandel inkl. grov,2023 prel.,Maj,84
Stadsdelsområde Rinkeby-Kista (Sthlm),därav misshandel inkl. grov,2023 prel.,Jun,47
Stadsdelsområde Rinkeby-Kista (Sthlm),därav misshandel inkl. grov,2023 prel.,Jul,52
