Region,Brott,År,Period,Antal
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Dec,28
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jan,85
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Feb,59
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Mar,84
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Apr,79
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Maj,111
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jun,75
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jul,66
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Aug,73
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Sep,101
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Okt,101
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Nov,95
Stadsdelsområde Bromma (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Dec,69
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jan,3
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Feb,1
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Mar,5
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Apr,7
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Maj,2
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jun,7
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jul,5
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Aug,4
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Sep,2
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Okt,10
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Nov,6
Stadsdelsområde Bromma (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Dec,5
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Jan,16
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Feb,9
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Mar,12
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Apr,4
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Maj,40
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Jun,14
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Jul,18
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Aug,11
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Sep,25
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Okt,12
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Nov,14
Stadsdelsområde Bromma (Sthlm),6 kap. Sexualbrott,2023 prel.,Dec,14
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Jan,2
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Feb,0
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Mar,1
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Apr,1
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Maj,1
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Jun,3
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Jul,2
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Aug,1
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Sep,0
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Okt,2
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Nov,0
Stadsdelsområde Bromma (Sthlm),7 kap. Brott mot familj,2023 prel.,Dec,0
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jan,220
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Feb,179
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Mar,226
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Apr,231
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Maj,227
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jun,247
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jul,244
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Aug,236
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Sep,253
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Okt,305
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Nov,238
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3-7 kap. Brott mot person,2023 prel.,Dec,197
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jan,93
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Feb,86
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Mar,95
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Apr,84
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Maj,98
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jun,99
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jul,83
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Aug,87
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Sep,102
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Okt,86
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Nov,75
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Dec,61
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Jan,87
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Feb,81
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Mar,87
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Apr,79
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Maj,92
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Jun,94
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Jul,76
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Aug,81
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Sep,98
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Okt,78
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Nov,72
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),därav misshandel inkl. grov,2023 prel.,Dec,60
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jan,92
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Feb,74
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Mar,108
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Apr,122
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Maj,105
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jun,127
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jul,121
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Aug,131
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Sep,134
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Okt,188
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Nov,142
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Dec,112
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jan,9
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Feb,4
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Mar,5
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Apr,11
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Maj,5
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jun,6
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jul,3
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Aug,1
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Sep,7
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Okt,6
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Nov,4
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Dec,6
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Jan,26
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Feb,15
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Mar,17
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Apr,14
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Maj,19
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Jun,13
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Jul,34
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Aug,16
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Sep,10
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Okt,25
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Nov,16
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),6 kap. Sexualbrott,2023 prel.,Dec,18
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Jan,0
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Feb,0
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Mar,1
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Apr,0
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Maj,0
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Jun,2
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Jul,3
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Aug,1
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Sep,0
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Okt,0
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Nov,1
Stadsdelsområde Enskede - Årsta - Vantör (Sthlm),7 kap. Brott mot familj,2023 prel.,Dec,0
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jan,114
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Feb,130
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Mar,139
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Apr,121
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Maj,181
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jun,168
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jul,127
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Aug,154
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Sep,139
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Okt,157
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Nov,178
Stadsdelsområde Farsta (Sthlm),3-7 kap. Brott mot person,2023 prel.,Dec,158
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jan,28
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Feb,46
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Mar,47
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Apr,41
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Maj,71
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jun,78
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jul,52
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Aug,64
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Sep,53
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Okt,51
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Nov,51
Stadsdelsområde Farsta (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Dec,34
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Jan,23
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Feb,42
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Mar,45
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Apr,39
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Maj,64
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Jun,53
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Jul,49
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Aug,61
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Sep,50
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Okt,49
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Nov,48
Stadsdelsområde Farsta (Sthlm),därav misshandel inkl. grov,2023 prel.,Dec,33
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jan,77
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Feb,71
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Mar,69
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Apr,68
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Maj,87
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jun,74
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jul,62
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Aug,77
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Sep,73
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Okt,91
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Nov,111
Stadsdelsområde Farsta (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Dec,106
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jan,3
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Feb,4
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Mar,3
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Apr,5
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Maj,4
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jun,1
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Jul,5
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Aug,4
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Sep,3
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Okt,2
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Nov,5
Stadsdelsområde Farsta (Sthlm),5 kap. Ärekränkningsbrott,2023 prel.,Dec,5
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Jan,6
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Feb,9
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Mar,17
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Apr,7
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Maj,16
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Jun,13
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Jul,8
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Aug,9
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Sep,10
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Okt,13
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Nov,10
Stadsdelsområde Farsta (Sthlm),6 kap. Sexualbrott,2023 prel.,Dec,12
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Jan,0
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Feb,0
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Mar,3
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Apr,0
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Maj,3
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Jun,2
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Jul,0
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Aug,0
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Sep,0
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Okt,0
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Nov,1
Stadsdelsområde Farsta (Sthlm),7 kap. Brott mot familj,2023 prel.,Dec,1
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jan,217
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Feb,197
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Mar,240
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Apr,213
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Maj,205
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jun,239
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jul,180
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Aug,202
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Sep,228
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Okt,252
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Nov,235
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3-7 kap. Brott mot person,2023 prel.,Dec,231
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jan,68
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Feb,64
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Mar,78
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Apr,51
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Maj,83
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jun,88
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jul,64
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Aug,57
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Sep,69
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Okt,67
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Nov,69
Stadsdelsområde Hägersten-Älvsjö (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Dec,78
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Jan,62
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Feb,60
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Mar,72
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Apr,50
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Maj,76
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Jun,85
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Jul,62
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Aug,54
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Sep,63
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Okt,60
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Nov,69
Stadsdelsområde Hägersten-Älvsjö (Sthlm),därav misshandel inkl. grov,2023 prel.,Dec,74
Stadsdelsområde Hägersten-Älvsjö (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Jan,121
Stadsdelsområde Hägersten-Älvsjö (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Feb,101
Stadsdelsområde Hägersten-Älvsjö (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Mar,131
Stadsdelsområde Hägersten-Älvsjö (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Apr,90
Stadsdelsområde Hägersten-Älvsjö (Sthlm),4 kap. Brott mot frihet och frid,2023 prel.,Maj,99
