Region,Year,Crime,Antal_lag_1,Antal_lag_2,Antal_lag_3,Antal_lag_4,Antal_lag_5,Antal_lag_6,Antal_lag_7,Antal_lag_8,Antal_lag_9,Antal_lag_10,Antal_lag_11,Antal_lag_12
17,2023,2,197.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,141.0,141.0,141.0,141.0
17,2023,2,197.0,197.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,141.0,141.0,141.0
17,2023,2,197.0,197.0,197.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,141.0,141.0
17,2023,2,197.0,197.0,197.0,197.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,141.0
17,2023,2,197.0,197.0,197.0,197.0,197.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0
17,2023,2,197.0,197.0,197.0,197.0,197.0,197.0,162.0,162.0,162.0,162.0,162.0,162.0
17,2023,2,197.0,197.0,197.0,197.0,197.0,197.0,197.0,162.0,162.0,162.0,162.0,162.0
17,2023,2,142.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,162.0,162.0,162.0,162.0
17,2023,2,142.0,142.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,162.0,162.0,162.0
17,2023,2,142.0,142.0,142.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,162.0,162.0
17,2023,2,142.0,142.0,142.0,142.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,162.0
17,2023,2,142.0,142.0,142.0,142.0,142.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0
17,2023,2,142.0,142.0,142.0,142.0,142.0,142.0,197.0,197.0,197.0,197.0,197.0,197.0
17,2023,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,197.0,197.0,197.0,197.0,197.0
17,2023,2,196.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,197.0,197.0,197.0,197.0
17,2023,2,196.0,196.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,197.0,197.0,197.0
17,2023,2,196.0,196.0,196.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,197.0,197.0
17,2023,2,196.0,196.0,196.0,196.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,197.0
17,2023,2,196.0,196.0,196.0,196.0,196.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0
17,2023,2,196.0,196.0,196.0,196.0,196.0,196.0,142.0,142.0,142.0,142.0,142.0,142.0
17,2023,2,196.0,196.0,196.0,196.0,196.0,196.0,196.0,142.0,142.0,142.0,142.0,142.0
17,2023,2,133.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,142.0,142.0,142.0,142.0
17,2023,2,133.0,133.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,142.0,142.0,142.0
17,2023,2,133.0,133.0,133.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,142.0,142.0
17,2023,2,133.0,133.0,133.0,133.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,142.0
17,2023,2,133.0,133.0,133.0,133.0,133.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0
17,2023,2,133.0,133.0,133.0,133.0,133.0,133.0,196.0,196.0,196.0,196.0,196.0,196.0
17,2023,2,133.0,133.0,133.0,133.0,133.0,133.0,133.0,196.0,196.0,196.0,196.0,196.0
17,2023,2,159.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,196.0,196.0,196.0,196.0
17,2023,2,159.0,159.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,196.0,196.0,196.0
17,2023,2,159.0,159.0,159.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,196.0,196.0
17,2023,2,159.0,159.0,159.0,159.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,196.0
17,2023,2,159.0,159.0,159.0,159.0,159.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0
17,2023,2,159.0,159.0,159.0,159.0,159.0,159.0,133.0,133.0,133.0,133.0,133.0,133.0
17,2021,3,74.0,91.0,73.0,68.0,84.0,100.0,102.0,78.0,51.0,70.0,57.0,73.0
17,2021,3,73.0,74.0,91.0,73.0,68.0,84.0,100.0,102.0,78.0,51.0,70.0,57.0
17,2021,3,83.0,73.0,74.0,91.0,73.0,68.0,84.0,100.0,102.0,78.0,51.0,70.0
17,2021,3,88.0,83.0,73.0,74.0,91.0,73.0,68.0,84.0,100.0,102.0,78.0,51.0
17,2021,3,84.0,88.0,83.0,73.0,74.0,91.0,73.0,68.0,84.0,100.0,102.0,78.0
17,2021,3,77.0,84.0,88.0,83.0,73.0,74.0,91.0,73.0,68.0,84.0,100.0,102.0
17,2021,3,102.0,77.0,84.0,88.0,83.0,73.0,74.0,91.0,73.0,68.0,84.0,100.0
17,2021,3,88.0,102.0,77.0,84.0,88.0,83.0,73.0,74.0,91.0,73.0,68.0,84.0
17,2021,3,64.0,88.0,102.0,77.0,84.0,88.0,83.0,73.0,74.0,91.0,73.0,68.0
17,2021,3,85.0,64.0,88.0,102.0,77.0,84.0,88.0,83.0,73.0,74.0,91.0,73.0
17,2021,3,115.0,85.0,64.0,88.0,102.0,77.0,84.0,88.0,83.0,73.0,74.0,91.0
17,2021,3,106.0,115.0,85.0,64.0,88.0,102.0,77.0,84.0,88.0,83.0,73.0,74.0
17,2022,3,94.0,106.0,115.0,85.0,64.0,88.0,102.0,77.0,84.0,88.0,83.0,73.0
17,2022,3,83.0,94.0,106.0,115.0,85.0,64.0,88.0,102.0,77.0,84.0,88.0,83.0
17,2022,3,76.0,83.0,94.0,106.0,115.0,85.0,64.0,88.0,102.0,77.0,84.0,88.0
17,2022,3,104.0,76.0,83.0,94.0,106.0,115.0,85.0,64.0,88.0,102.0,77.0,84.0
17,2022,3,94.0,104.0,76.0,83.0,94.0,106.0,115.0,85.0,64.0,88.0,102.0,77.0
17,2022,3,101.0,94.0,104.0,76.0,83.0,94.0,106.0,115.0,85.0,64.0,88.0,102.0
17,2022,3,64.0,101.0,94.0,104.0,76.0,83.0,94.0,106.0,115.0,85.0,64.0,88.0
17,2022,3,80.0,64.0,101.0,94.0,104.0,76.0,83.0,94.0,106.0,115.0,85.0,64.0
17,2022,3,63.0,80.0,64.0,101.0,94.0,104.0,76.0,83.0,94.0,106.0,115.0,85.0
17,2022,3,84.0,63.0,80.0,64.0,101.0,94.0,104.0,76.0,83.0,94.0,106.0,115.0
17,2022,3,93.0,84.0,63.0,80.0,64.0,101.0,94.0,104.0,76.0,83.0,94.0,106.0
17,2022,3,64.0,93.0,84.0,63.0,80.0,64.0,101.0,94.0,104.0,76.0,83.0,94.0
17,2023,3,78.0,64.0,93.0,84.0,63.0,80.0,64.0,101.0,94.0,104.0,76.0,83.0
17,2023,3,84.0,78.0,64.0,93.0,84.0,63.0,80.0,64.0,101.0,94.0,104.0,76.0
17,2023,3,89.0,84.0,78.0,64.0,93.0,84.0,63.0,80.0,64.0,101.0,94.0,104.0
17,2023,3,76.0,89.0,84.0,78.0,64.0,93.0,84.0,63.0,80.0,64.0,101.0,94.0
17,2023,3,84.0,76.0,89.0,84.0,78.0,64.0,93.0,84.0,63.0,80.0,64.0,101.0
17,2023,3,452.0,84.0,76.0,89.0,84.0,78.0,64.0,93.0,84.0,63.0,80.0,64.0
17,2023,3,70.0,452.0,84.0,76.0,89.0,84.0,78.0,64.0,93.0,84.0,63.0,80.0
17,2023,3,80.0,70.0,452.0,84.0,76.0,89.0,84.0,78.0,64.0,93.0,84.0,63.0
17,2023,3,75.0,80.0,70.0,452.0,84.0,76.0,89.0,84.0,78.0,64.0,93.0,84.0
17,2023,3,70.0,75.0,80.0,70.0,452.0,84.0,76.0,89.0,84.0,78.0,64.0,93.0
17,2023,3,110.0,70.0,75.0,80.0,70.0,452.0,84.0,76.0,89.0,84.0,78.0,64.0
17,2023,3,69.0,110.0,70.0,75.0,80.0,70.0,452.0,84.0,76.0,89.0,84.0,78.0
17,2021,4,4.0,6.0,5.0,7.0,7.0,9.0,13.0,5.0,3.0,0.0,4.0,5.0
17,2021,4,4.0,4.0,6.0,5.0,7.0,7.0,9.0,13.0,5.0,3.0,0.0,4.0
17,2021,4,8.0,4.0,4.0,6.0,5.0,7.0,7.0,9.0,13.0,5.0,3.0,0.0
17,2021,4,9.0,8.0,4.0,4.0,6.0,5.0,7.0,7.0,9.0,13.0,5.0,3.0
17,2021,4,4.0,9.0,8.0,4.0,4.0,6.0,5.0,7.0,7.0,9.0,13.0,5.0
17,2021,4,0.0,4.0,9.0,8.0,4.0,4.0,6.0,5.0,7.0,7.0,9.0,13.0
17,2021,4,4.0,0.0,4.0,9.0,8.0,4.0,4.0,6.0,5.0,7.0,7.0,9.0
17,2021,4,4.0,4.0,0.0,4.0,9.0,8.0,4.0,4.0,6.0,5.0,7.0,7.0
17,2021,4,2.0,4.0,4.0,0.0,4.0,9.0,8.0,4.0,4.0,6.0,5.0,7.0
17,2021,4,5.0,2.0,4.0,4.0,0.0,4.0,9.0,8.0,4.0,4.0,6.0,5.0
17,2021,4,3.0,5.0,2.0,4.0,4.0,0.0,4.0,9.0,8.0,4.0,4.0,6.0
17,2021,4,2.0,3.0,5.0,2.0,4.0,4.0,0.0,4.0,9.0,8.0,4.0,4.0
17,2022,4,3.0,2.0,3.0,5.0,2.0,4.0,4.0,0.0,4.0,9.0,8.0,4.0
17,2022,4,1.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,0.0,4.0,9.0,8.0
17,2022,4,2.0,1.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,0.0,4.0,9.0
17,2022,4,4.0,2.0,1.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,0.0,4.0
17,2022,4,8.0,4.0,2.0,1.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,0.0
17,2022,4,5.0,8.0,4.0,2.0,1.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0
17,2022,4,6.0,5.0,8.0,4.0,2.0,1.0,3.0,2.0,3.0,5.0,2.0,4.0
17,2022,4,1.0,6.0,5.0,8.0,4.0,2.0,1.0,3.0,2.0,3.0,5.0,2.0
17,2022,4,6.0,1.0,6.0,5.0,8.0,4.0,2.0,1.0,3.0,2.0,3.0,5.0
17,2022,4,2.0,6.0,1.0,6.0,5.0,8.0,4.0,2.0,1.0,3.0,2.0,3.0
17,2022,4,0.0,2.0,6.0,1.0,6.0,5.0,8.0,4.0,2.0,1.0,3.0,2.0
17,2022,4,3.0,0.0,2.0,6.0,1.0,6.0,5.0,8.0,4.0,2.0,1.0,3.0
17,2023,4,3.0,3.0,0.0,2.0,6.0,1.0,6.0,5.0,8.0,4.0,2.0,1.0
17,2023,4,2.0,3.0,3.0,0.0,2.0,6.0,1.0,6.0,5.0,8.0,4.0,2.0
17,2023,4,4.0,2.0,3.0,3.0,0.0,2.0,6.0,1.0,6.0,5.0,8.0,4.0
17,2023,4,4.0,4.0,2.0,3.0,3.0,0.0,2.0,6.0,1.0,6.0,5.0,8.0
17,2023,4,3.0,4.0,4.0,2.0,3.0,3.0,0.0,2.0,6.0,1.0,6.0,5.0
17,2023,4,2.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0,2.0,6.0,1.0,6.0
17,2023,4,7.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0,2.0,6.0,1.0
17,2023,4,4.0,7.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0,2.0,6.0
17,2023,4,3.0,4.0,7.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0,2.0
17,2023,4,2.0,3.0,4.0,7.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,0.0
17,2023,4,4.0,2.0,3.0,4.0,7.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0
17,2023,4,3.0,4.0,2.0,3.0,4.0,7.0,2.0,3.0,4.0,4.0,2.0,3.0
17,2021,5,5.0,16.0,8.0,4.0,5.0,16.0,21.0,8.0,2.0,4.0,10.0,6.0
17,2021,5,17.0,5.0,16.0,8.0,4.0,5.0,16.0,21.0,8.0,2.0,4.0,10.0
17,2021,5,10.0,17.0,5.0,16.0,8.0,4.0,5.0,16.0,21.0,8.0,2.0,4.0
17,2021,5,8.0,10.0,17.0,5.0,16.0,8.0,4.0,5.0,16.0,21.0,8.0,2.0
17,2021,5,10.0,8.0,10.0,17.0,5.0,16.0,8.0,4.0,5.0,16.0,21.0,8.0
17,2021,5,15.0,10.0,8.0,10.0,17.0,5.0,16.0,8.0,4.0,5.0,16.0,21.0
17,2021,5,16.0,15.0,10.0,8.0,10.0,17.0,5.0,16.0,8.0,4.0,5.0,16.0
17,2021,5,13.0,16.0,15.0,10.0,8.0,10.0,17.0,5.0,16.0,8.0,4.0,5.0
17,2021,5,9.0,13.0,16.0,15.0,10.0,8.0,10.0,17.0,5.0,16.0,8.0,4.0
17,2021,5,13.0,9.0,13.0,16.0,15.0,10.0,8.0,10.0,17.0,5.0,16.0,8.0
17,2021,5,15.0,13.0,9.0,13.0,16.0,15.0,10.0,8.0,10.0,17.0,5.0,16.0
17,2021,5,10.0,15.0,13.0,9.0,13.0,16.0,15.0,10.0,8.0,10.0,17.0,5.0
17,2022,5,4.0,10.0,15.0,13.0,9.0,13.0,16.0,15.0,10.0,8.0,10.0,17.0
17,2022,5,7.0,4.0,10.0,15.0,13.0,9.0,13.0,16.0,15.0,10.0,8.0,10.0
17,2022,5,17.0,7.0,4.0,10.0,15.0,13.0,9.0,13.0,16.0,15.0,10.0,8.0
17,2022,5,6.0,17.0,7.0,4.0,10.0,15.0,13.0,9.0,13.0,16.0,15.0,10.0
17,2022,5,9.0,6.0,17.0,7.0,4.0,10.0,15.0,13.0,9.0,13.0,16.0,15.0
17,2022,5,9.0,9.0,6.0,17.0,7.0,4.0,10.0,15.0,13.0,9.0,13.0,16.0
17,2022,5,12.0,9.0,9.0,6.0,17.0,7.0,4.0,10.0,15.0,13.0,9.0,13.0
17,2022,5,8.0,12.0,9.0,9.0,6.0,17.0,7.0,4.0,10.0,15.0,13.0,9.0
17,2022,5,7.0,8.0,12.0,9.0,9.0,6.0,17.0,7.0,4.0,10.0,15.0,13.0
17,2022,5,15.0,7.0,8.0,12.0,9.0,9.0,6.0,17.0,7.0,4.0,10.0,15.0
17,2022,5,2.0,15.0,7.0,8.0,12.0,9.0,9.0,6.0,17.0,7.0,4.0,10.0
17,2022,5,16.0,2.0,15.0,7.0,8.0,12.0,9.0,9.0,6.0,17.0,7.0,4.0
17,2023,5,6.0,16.0,2.0,15.0,7.0,8.0,12.0,9.0,9.0,6.0,17.0,7.0
17,2023,5,8.0,6.0,16.0,2.0,15.0,7.0,8.0,12.0,9.0,9.0,6.0,17.0
17,2023,5,13.0,8.0,6.0,16.0,2.0,15.0,7.0,8.0,12.0,9.0,9.0,6.0
17,2023,5,11.0,13.0,8.0,6.0,16.0,2.0,15.0,7.0,8.0,12.0,9.0,9.0
17,2023,5,5.0,11.0,13.0,8.0,6.0,16.0,2.0,15.0,7.0,8.0,12.0,9.0
17,2023,5,8.0,5.0,11.0,13.0,8.0,6.0,16.0,2.0,15.0,7.0,8.0,12.0
17,2023,5,14.0,8.0,5.0,11.0,13.0,8.0,6.0,16.0,2.0,15.0,7.0,8.0
17,2023,5,20.0,14.0,8.0,5.0,11.0,13.0,8.0,6.0,16.0,2.0,15.0,7.0
17,2023,5,9.0,20.0,14.0,8.0,5.0,11.0,13.0,8.0,6.0,16.0,2.0,15.0
17,2023,5,5.0,9.0,20.0,14.0,8.0,5.0,11.0,13.0,8.0,6.0,16.0,2.0
17,2023,5,10.0,5.0,9.0,20.0,14.0,8.0,5.0,11.0,13.0,8.0,6.0,16.0
17,2023,5,4.0,10.0,5.0,9.0,20.0,14.0,8.0,5.0,11.0,13.0,8.0,6.0
17,2021,6,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2021,6,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
17,2021,6,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
17,2021,6,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
17,2021,6,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
17,2021,6,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0
17,2021,6,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0
17,2021,6,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
17,2021,6,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0
17,2021,6,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0
17,2021,6,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0
17,2021,6,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
17,2022,6,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
17,2022,6,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
17,2022,6,3.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
17,2022,6,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0
17,2022,6,1.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0
17,2022,6,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0
17,2022,6,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0
17,2022,6,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0
17,2022,6,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0
17,2022,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0
17,2022,6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
17,2022,6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
17,2023,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
17,2023,6,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
17,2023,6,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
17,2023,6,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
17,2023,6,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
17,2023,6,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
17,2023,6,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
17,2023,6,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
17,2023,6,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0
17,2023,6,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
17,2023,6,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
17,2023,6,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
17,2021,7,73.0,62.0,72.0,58.0,52.0,58.0,74.0,72.0,35.0,72.0,36.0,62.0
17,2021,7,64.0,73.0,62.0,72.0,58.0,52.0,58.0,74.0,72.0,35.0,72.0,36.0
17,2021,7,71.0,64.0,73.0,62.0,72.0,58.0,52.0,58.0,74.0,72.0,35.0,72.0
17,2021,7,68.0,71.0,64.0,73.0,62.0,72.0,58.0,52.0,58.0,74.0,72.0,35.0
17,2021,7,49.0,68.0,71.0,64.0,73.0,62.0,72.0,58.0,52.0,58.0,74.0,72.0
17,2021,7,71.0,49.0,68.0,71.0,64.0,73.0,62.0,72.0,58.0,52.0,58.0,74.0
17,2021,7,71.0,71.0,49.0,68.0,71.0,64.0,73.0,62.0,72.0,58.0,52.0,58.0
17,2021,7,55.0,71.0,71.0,49.0,68.0,71.0,64.0,73.0,62.0,72.0,58.0,52.0
17,2021,7,52.0,55.0,71.0,71.0,49.0,68.0,71.0,64.0,73.0,62.0,72.0,58.0
17,2021,7,60.0,52.0,55.0,71.0,71.0,49.0,68.0,71.0,64.0,73.0,62.0,72.0
17,2021,7,68.0,60.0,52.0,55.0,71.0,71.0,49.0,68.0,71.0,64.0,73.0,62.0
17,2021,7,59.0,68.0,60.0,52.0,55.0,71.0,71.0,49.0,68.0,71.0,64.0,73.0
17,2022,7,58.0,59.0,68.0,60.0,52.0,55.0,71.0,71.0,49.0,68.0,71.0,64.0
17,2022,7,43.0,58.0,59.0,68.0,60.0,52.0,55.0,71.0,71.0,49.0,68.0,71.0
17,2022,7,57.0,43.0,58.0,59.0,68.0,60.0,52.0,55.0,71.0,71.0,49.0,68.0
17,2022,7,66.0,57.0,43.0,58.0,59.0,68.0,60.0,52.0,55.0,71.0,71.0,49.0
17,2022,7,85.0,66.0,57.0,43.0,58.0,59.0,68.0,60.0,52.0,55.0,71.0,71.0
17,2022,7,83.0,85.0,66.0,57.0,43.0,58.0,59.0,68.0,60.0,52.0,55.0,71.0
17,2022,7,51.0,83.0,85.0,66.0,57.0,43.0,58.0,59.0,68.0,60.0,52.0,55.0
17,2022,7,50.0,51.0,83.0,85.0,66.0,57.0,43.0,58.0,59.0,68.0,60.0,52.0
17,2022,7,46.0,50.0,51.0,83.0,85.0,66.0,57.0,43.0,58.0,59.0,68.0,60.0
17,2022,7,51.0,46.0,50.0,51.0,83.0,85.0,66.0,57.0,43.0,58.0,59.0,68.0
17,2022,7,51.0,51.0,46.0,50.0,51.0,83.0,85.0,66.0,57.0,43.0,58.0,59.0
17,2022,7,47.0,51.0,51.0,46.0,50.0,51.0,83.0,85.0,66.0,57.0,43.0,58.0
17,2023,7,52.0,47.0,51.0,51.0,46.0,50.0,51.0,83.0,85.0,66.0,57.0,43.0
17,2023,7,51.0,52.0,47.0,51.0,51.0,46.0,50.0,51.0,83.0,85.0,66.0,57.0
17,2023,7,64.0,51.0,52.0,47.0,51.0,51.0,46.0,50.0,51.0,83.0,85.0,66.0
17,2023,7,55.0,64.0,51.0,52.0,47.0,51.0,51.0,46.0,50.0,51.0,83.0,85.0
17,2023,7,56.0,55.0,64.0,51.0,52.0,47.0,51.0,51.0,46.0,50.0,51.0,83.0
17,2023,7,84.0,56.0,55.0,64.0,51.0,52.0,47.0,51.0,51.0,46.0,50.0,51.0
17,2023,7,47.0,84.0,56.0,55.0,64.0,51.0,52.0,47.0,51.0,51.0,46.0,50.0
17,2023,7,52.0,47.0,84.0,56.0,55.0,64.0,51.0,52.0,47.0,51.0,51.0,46.0
17,2023,7,102.0,52.0,47.0,84.0,56.0,55.0,64.0,51.0,52.0,47.0,51.0,51.0
17,2023,7,63.0,102.0,52.0,47.0,84.0,56.0,55.0,64.0,51.0,52.0,47.0,51.0
17,2023,7,71.0,63.0,102.0,52.0,47.0,84.0,56.0,55.0,64.0,51.0,52.0,47.0
17,2023,7,55.0,71.0,63.0,102.0,52.0,47.0,84.0,56.0,55.0,64.0,51.0,52.0
18,2020,1,6.0,6.0,5.0,5.0,11.0,11.0,5.0,5.0,12.0,12.0,10.0,10.0
18,2020,1,11.0,6.0,6.0,5.0,5.0,11.0,11.0,5.0,5.0,12.0,12.0,10.0
18,2020,1,11.0,11.0,6.0,6.0,5.0,5.0,11.0,11.0,5.0,5.0,12.0,12.0
18,2020,1,9.0,11.0,11.0,6.0,6.0,5.0,5.0,11.0,11.0,5.0,5.0,12.0
18,2020,1,9.0,9.0,11.0,11.0,6.0,6.0,5.0,5.0,11.0,11.0,5.0,5.0
18,2020,1,11.0,9.0,9.0,11.0,11.0,6.0,6.0,5.0,5.0,11.0,11.0,5.0
18,2020,1,11.0,11.0,9.0,9.0,11.0,11.0,6.0,6.0,5.0,5.0,11.0,11.0
18,2020,1,3.0,11.0,11.0,9.0,9.0,11.0,11.0,6.0,6.0,5.0,5.0,11.0
18,2020,1,3.0,3.0,11.0,11.0,9.0,9.0,11.0,11.0,6.0,6.0,5.0,5.0
18,2020,1,22.0,3.0,3.0,11.0,11.0,9.0,9.0,11.0,11.0,6.0,6.0,5.0
18,2020,1,22.0,22.0,3.0,3.0,11.0,11.0,9.0,9.0,11.0,11.0,6.0,6.0
18,2020,1,9.0,22.0,22.0,3.0,3.0,11.0,11.0,9.0,9.0,11.0,11.0,6.0
18,2021,1,9.0,9.0,22.0,22.0,3.0,3.0,11.0,11.0,9.0,9.0,11.0,11.0
18,2021,1,8.0,9.0,9.0,22.0,22.0,3.0,3.0,11.0,11.0,9.0,9.0,11.0
18,2021,1,8.0,8.0,9.0,9.0,22.0,22.0,3.0,3.0,11.0,11.0,9.0,9.0
18,2021,1,3.0,8.0,8.0,9.0,9.0,22.0,22.0,3.0,3.0,11.0,11.0,9.0
18,2021,1,3.0,3.0,8.0,8.0,9.0,9.0,22.0,22.0,3.0,3.0,11.0,11.0
18,2021,1,12.0,3.0,3.0,8.0,8.0,9.0,9.0,22.0,22.0,3.0,3.0,11.0
18,2021,1,12.0,12.0,3.0,3.0,8.0,8.0,9.0,9.0,22.0,22.0,3.0,3.0
18,2021,1,13.0,12.0,12.0,3.0,3.0,8.0,8.0,9.0,9.0,22.0,22.0,3.0
18,2021,1,13.0,13.0,12.0,12.0,3.0,3.0,8.0,8.0,9.0,9.0,22.0,22.0
18,2021,1,10.0,13.0,13.0,12.0,12.0,3.0,3.0,8.0,8.0,9.0,9.0,22.0
18,2021,1,10.0,10.0,13.0,13.0,12.0,12.0,3.0,3.0,8.0,8.0,9.0,9.0
18,2021,1,11.0,10.0,10.0,13.0,13.0,12.0,12.0,3.0,3.0,8.0,8.0,9.0
18,2021,1,11.0,11.0,10.0,10.0,13.0,13.0,12.0,12.0,3.0,3.0,8.0,8.0
18,2021,1,11.0,11.0,11.0,10.0,10.0,13.0,13.0,12.0,12.0,3.0,3.0,8.0
18,2021,1,11.0,11.0,11.0,11.0,10.0,10.0,13.0,13.0,12.0,12.0,3.0,3.0
18,2021,1,9.0,11.0,11.0,11.0,11.0,10.0,10.0,13.0,13.0,12.0,12.0,3.0
18,2021,1,9.0,9.0,11.0,11.0,11.0,11.0,10.0,10.0,13.0,13.0,12.0,12.0
18,2021,1,14.0,9.0,9.0,11.0,11.0,11.0,11.0,10.0,10.0,13.0,13.0,12.0
18,2021,1,14.0,14.0,9.0,9.0,11.0,11.0,11.0,11.0,10.0,10.0,13.0,13.0
18,2021,1,7.0,14.0,14.0,9.0,9.0,11.0,11.0,11.0,11.0,10.0,10.0,13.0
18,2021,1,7.0,7.0,14.0,14.0,9.0,9.0,11.0,11.0,11.0,11.0,10.0,10.0
18,2021,1,7.0,7.0,7.0,14.0,14.0,9.0,9.0,11.0,11.0,11.0,11.0,10.0
18,2021,1,7.0,7.0,7.0,7.0,14.0,14.0,9.0,9.0,11.0,11.0,11.0,11.0
18,2021,1,8.0,7.0,7.0,7.0,7.0,14.0,14.0,9.0,9.0,11.0,11.0,11.0
18,2022,1,8.0,8.0,7.0,7.0,7.0,7.0,14.0,14.0,9.0,9.0,11.0,11.0
18,2022,1,8.0,8.0,8.0,7.0,7.0,7.0,7.0,14.0,14.0,9.0,9.0,11.0
